Message_id,User_id1,User_id2,Texte/contenu,texte traduit,timestamp
05212,562543F,241545G,Que fais-tu aujourd'hui ?,Was machst du heute?,2/12/2024 09:13:16
35315,173705G,555233F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,28/4/2024 01:57:12
12005,520351F,127105I,"Bonjour, comment ça va ?","Ciao, come stai?",6/8/2024 07:23:45
14020,031654I,032573F,Spero che tu stia bene.,J'espère que tu vas bien.,17/4/2024 21:12:36
55125,252540I,430331F,"Ciao, come stai?","Bonjour, comment ça va ?",8/3/2024 14:00:46
55033,607071G,714574F,Was machst du heute?,Que fais-tu aujourd'hui ?,5/2/2024 18:57:46
22303,133265I,310223F,Che ore sono?,Quelle heure est-il ?,29/6/2024 01:21:27
50211,102760F,441603I,Peux-tu m'aider avec ça ?,Puoi aiutarmi con questo?,23/1/2024 18:07:07
14202,261764G,155727F,Wie spät ist es?,Quelle heure est-il ?,23/3/2024 21:58:44
21032,641616I,223163F,"Ciao, come stai?","Bonjour, comment ça va ?",22/10/2024 10:11:58
42025,253744G,172522F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,18/9/2024 14:04:43
03240,312201E,337773F,¡Que tengas un gran día!,Passe une excellente journée !,12/5/2024 17:13:37
24503,343067I,712012F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,18/10/2024 14:17:19
40214,755403E,407644F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,27/3/2024 06:25:02
30244,625504G,176065F,Es ist ein schöner Tag.,C'est une belle journée.,9/3/2024 09:28:02
02051,401105G,430275F,Es ist ein schöner Tag.,C'est une belle journée.,9/7/2024 02:22:29
05321,213627F,636761G,Que fais-tu aujourd'hui ?,Was machst du heute?,16/5/2024 00:07:48
00044,614050F,456215I,"Bonjour, comment ça va ?","Ciao, come stai?",16/3/2024 03:32:07
01112,473761I,625635F,È una bella giornata.,C'est une belle journée.,23/10/2024 22:00:51
12011,277516I,347033F,È una bella giornata.,C'est une belle journée.,25/8/2024 16:26:28
44525,022514E,116441F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,20/10/2024 23:49:13
43020,172615G,723502F,Was machst du heute?,Que fais-tu aujourd'hui ?,3/11/2024 02:28:19
10243,160265F,130702E,"Bonjour, comment ça va ?","Hola, ¿cómo estás?",17/10/2024 10:07:15
30231,275066I,625713F,Ci vediamo domani!,On se voit demain !,23/12/2024 09:20:16
50043,215536G,311260F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",11/7/2024 18:17:22
45305,246166I,475556F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,11/9/2024 22:04:29
54224,671254F,612002G,Passe une excellente journée !,Hab einen schönen Tag!,5/10/2024 02:29:08
12551,736625E,241005F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,8/4/2024 00:57:45
30521,072545G,672100F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,8/9/2024 07:30:31
15410,352132E,214470F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,24/1/2024 13:51:06
30151,755313F,300447I,Quelle heure est-il ?,Che ore sono?,30/11/2024 07:16:19
55234,712012F,175071I,Comment s'est passé ton week-end ?,Com'è andato il tuo weekend?,14/2/2024 19:16:01
15344,661771G,430275F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,21/3/2024 09:57:12
21330,726317I,057301F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,25/2/2024 12:25:53
42122,114712F,530473I,J'espère que tu vas bien.,Spero che tu stia bene.,22/7/2024 13:44:51
45351,441730F,531645G,C'est une belle journée.,Es ist ein schöner Tag.,24/2/2024 21:45:51
31205,402227E,661753F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,16/5/2024 23:43:40
32245,733054F,013242I,J'espère que tu vas bien.,Spero che tu stia bene.,22/2/2024 03:10:43
53540,141367G,347033F,Es ist ein schöner Tag.,C'est une belle journée.,16/12/2024 20:45:34
53230,153723G,630534F,Guten Morgen!,Bonjour !,16/6/2024 02:57:50
12350,731726E,714574F,¿Qué hora es?,Quelle heure est-il ?,24/2/2024 12:40:04
23350,326651G,212121F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,15/1/2024 04:38:41
10311,223704G,623667F,Es ist ein schöner Tag.,C'est une belle journée.,16/9/2024 23:01:35
21341,676533F,710231E,C'est une belle journée.,Hace un día precioso.,5/10/2024 11:54:54
33252,220737E,154335F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",5/9/2024 22:57:58
45544,462345G,757034F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",27/11/2024 12:41:49
40410,663041I,207424F,È una bella giornata.,C'est une belle journée.,19/12/2024 20:58:07
30215,161402F,112655E,Bonjour !,¡Buenos días!,19/2/2024 19:00:06
43501,475556F,247165G,C'est une belle journée.,Es ist ein schöner Tag.,9/8/2024 12:02:03
02023,204563I,000304F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,8/10/2024 19:17:59
34433,403427E,115343F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,27/10/2024 08:32:38
02430,175401E,353261F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",13/1/2024 18:36:43
23321,501076G,310223F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,12/2/2024 02:58:09
21543,352132E,047400F,¡Nos vemos mañana!,On se voit demain !,21/8/2024 01:47:54
43022,544457G,771576F,Es ist ein schöner Tag.,C'est une belle journée.,2/2/2024 06:38:15
02312,730607E,651244F,¡Buenos días!,Bonjour !,24/3/2024 06:44:14
51134,432053I,525004F,Ci vediamo domani!,On se voit demain !,25/9/2024 07:59:11
44104,107454I,612253F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,19/5/2024 04:43:21
03221,342053G,115343F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",12/6/2024 01:09:34
41330,502272F,614374G,"Bonjour, comment ça va ?","Hallo, wie geht's dir?",16/12/2024 04:36:54
43512,630444G,242332F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,1/5/2024 18:45:12
25511,372110G,040070F,Hab einen schönen Tag!,Passe une excellente journée !,16/1/2024 23:20:54
15445,115216I,517070F,Buongiorno!,Bonjour !,12/4/2024 19:04:12
40430,167206I,210522F,Spero che tu stia bene.,J'espère que tu vas bien.,16/5/2024 00:38:21
54522,331226F,405661I,Bonjour !,Buongiorno!,5/9/2024 01:07:41
03041,232455G,636443F,Was machst du heute?,Que fais-tu aujourd'hui ?,12/5/2024 20:57:51
54314,410162G,756626F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,5/5/2024 17:37:33
24041,641460G,076206F,Guten Morgen!,Bonjour !,20/7/2024 15:04:16
01025,374736F,260543E,J'espère que tu vas bien.,Espero que estés bien.,10/12/2024 01:44:19
15305,540703G,612777F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,16/2/2024 18:09:29
53030,013242I,077005F,Buona giornata!,Passe une excellente journée !,3/12/2024 03:13:52
33053,561655I,241005F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,8/8/2024 16:05:18
30533,021263E,310407F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,17/11/2024 11:38:09
05322,222115E,530066F,Hace un día precioso.,C'est une belle journée.,27/2/2024 19:15:22
50550,136076F,107657E,Bonjour !,¡Buenos días!,10/1/2024 13:38:37
04442,121436E,534544F,¡Que tengas un gran día!,Passe une excellente journée !,10/1/2024 12:36:31
05315,305530E,513714F,Hace un día precioso.,C'est une belle journée.,29/11/2024 22:48:52
43155,142742I,404653F,Ci vediamo domani!,On se voit demain !,1/10/2024 18:20:25
24425,043545F,642036G,Que fais-tu aujourd'hui ?,Was machst du heute?,17/10/2024 12:08:35
35053,312201E,331226F,¡Nos vemos mañana!,On se voit demain !,23/7/2024 21:36:45
45530,510202F,163725I,Quelle heure est-il ?,Che ore sono?,13/7/2024 16:07:58
42251,640167G,441730F,Was machst du heute?,Que fais-tu aujourd'hui ?,28/10/2024 04:13:15
25205,464710I,227577F,Spero che tu stia bene.,J'espère que tu vas bien.,4/2/2024 01:27:53
23452,110751G,223163F,Hab einen schönen Tag!,Passe une excellente journée !,30/8/2024 04:51:24
53243,430565E,322662F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,16/9/2024 15:59:18
11153,665021E,502272F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",24/9/2024 04:37:30
33534,214470F,671005E,Quelle heure est-il ?,¿Qué hora es?,17/3/2024 13:09:37
55255,555233F,631270G,Peux-tu m'aider avec ça ?,Kannst du mir damit helfen?,26/1/2024 19:47:08
14524,023344E,723715F,¿Qué hora es?,Quelle heure est-il ?,26/5/2024 15:18:56
11011,270260E,626757F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",3/4/2024 03:18:38
41514,223624G,435755F,Guten Morgen!,Bonjour !,20/4/2024 10:29:07
34055,545146E,172522F,¡Buenos días!,Bonjour !,26/1/2024 22:33:19
24011,675726G,115661F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",5/1/2024 11:19:15
10553,167412G,723502F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,20/12/2024 11:12:52
13111,554002G,557121F,Was machst du heute?,Que fais-tu aujourd'hui ?,13/6/2024 03:59:13
25450,337773F,760407E,Bonjour !,¡Buenos días!,16/10/2024 15:53:04
12253,561655I,150403F,Ci vediamo domani!,On se voit demain !,14/7/2024 09:54:13
35525,417125I,670502F,"Ciao, come stai?","Bonjour, comment ça va ?",24/10/2024 07:36:24
34244,576742I,663115F,Ci vediamo domani!,On se voit demain !,22/2/2024 03:52:57
31420,264675F,635472E,Que fais-tu aujourd'hui ?,¿Qué haces hoy?,17/3/2024 08:04:00
33155,611432E,471505F,¡Que tengas un gran día!,Passe une excellente journée !,28/11/2024 15:40:26
21555,541620E,104767F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,25/3/2024 13:30:41
35355,352346I,670502F,Buona giornata!,Passe une excellente journée !,6/4/2024 20:25:04
04112,024376E,475556F,¿Qué hora es?,Quelle heure est-il ?,11/3/2024 19:24:18
13423,113236F,146256E,J'espère que tu vas bien.,Espero que estés bien.,27/9/2024 03:49:46
33004,177123E,126760F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",9/8/2024 11:15:55
51132,635337E,322662F,¡Que tengas un gran día!,Passe une excellente journée !,1/2/2024 08:55:39
54131,462271I,104767F,È una bella giornata.,C'est une belle journée.,11/2/2024 06:35:47
33131,237602I,471505F,Buongiorno!,Bonjour !,14/11/2024 07:14:57
32200,772631E,555233F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,23/7/2024 13:19:23
20154,403230G,210522F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,1/4/2024 03:47:13
11533,130702E,625635F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,25/7/2024 03:55:03
33440,212424F,472717I,Comment s'est passé ton week-end ?,Com'è andato il tuo weekend?,15/8/2024 05:54:03
31113,463777I,331226F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,30/9/2024 03:35:40
24050,033437G,512367F,Es ist ein schöner Tag.,C'est une belle journée.,7/2/2024 15:18:43
14515,213064E,077005F,¡Que tengas un gran día!,Passe une excellente journée !,25/10/2024 10:15:50
32140,210522F,323702I,Comment s'est passé ton week-end ?,Com'è andato il tuo weekend?,12/9/2024 01:10:30
45203,276364G,517070F,Wie spät ist es?,Quelle heure est-il ?,13/10/2024 13:07:39
32245,031250I,706220F,Che ore sono?,Quelle heure est-il ?,5/11/2024 04:54:05
03022,444420I,000304F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,22/8/2024 06:29:09
02214,273176F,161607G,On se voit demain !,Wir sehen uns morgen!,27/6/2024 06:23:24
03520,246042I,114712F,Ci vediamo domani!,On se voit demain !,21/2/2024 10:40:57
55003,717421E,137564F,Espero que estés bien.,J'espère que tu vas bien.,11/7/2024 01:36:16
42455,733003E,612777F,¡Buenos días!,Bonjour !,23/2/2024 06:26:19
00000,600144I,212121F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,6/9/2024 17:46:44
20231,564326G,764317F,Hab einen schönen Tag!,Passe une excellente journée !,22/9/2024 18:54:37
23015,633644E,154335F,Hace un día precioso.,C'est une belle journée.,11/5/2024 05:09:14
40535,734744E,535632F,Espero que estés bien.,J'espère que tu vas bien.,11/1/2024 21:40:21
02420,600144I,462276F,Buongiorno!,Bonjour !,6/6/2024 21:07:12
03532,464710I,714574F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,21/11/2024 18:04:27
22033,715630E,574345F,¡Nos vemos mañana!,On se voit demain !,25/2/2024 08:03:17
31113,551161G,733140F,Wie war dein Wochenende?,Comment s'est passé ton week-end ?,11/6/2024 14:46:30
05442,331731G,362166F,Was machst du heute?,Que fais-tu aujourd'hui ?,18/9/2024 10:59:53
14430,562066E,663115F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,27/7/2024 00:41:13
01334,172615G,176214F,Wie spät ist es?,Quelle heure est-il ?,24/1/2024 08:19:20
52225,345141I,210522F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,2/11/2024 06:16:22
10151,737216G,115343F,Guten Morgen!,Bonjour !,3/1/2024 05:50:58
05225,373763F,312201E,"Bonjour, comment ça va ?","Hola, ¿cómo estás?",2/12/2024 02:01:31
50353,256373F,265074G,C'est une belle journée.,Es ist ein schöner Tag.,3/5/2024 22:15:07
11534,323702I,115343F,"Ciao, come stai?","Bonjour, comment ça va ?",30/11/2024 23:11:53
21325,505627I,071061F,Cosa fai oggi?,Que fais-tu aujourd'hui ?,2/3/2024 07:11:43
30515,715630E,006122F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,8/11/2024 21:40:24
25325,726003G,006122F,Hab einen schönen Tag!,Passe une excellente journée !,18/6/2024 07:49:52
34222,206632G,761407F,Wie spät ist es?,Quelle heure est-il ?,26/2/2024 22:01:48
04043,114711I,227577F,Buongiorno!,Bonjour !,22/1/2024 06:51:05
24255,000262F,342053G,J'espère que tu vas bien.,"Ich hoffe, es geht dir gut.",13/2/2024 10:53:32
15234,754776I,353261F,Buongiorno!,Bonjour !,10/5/2024 06:48:56
22043,745175I,136076F,Che ore sono?,Quelle heure est-il ?,9/1/2024 13:07:22
24551,712660G,273176F,Wie spät ist es?,Quelle heure est-il ?,12/7/2024 20:09:03
44525,077463I,744150F,È una bella giornata.,C'est une belle journée.,26/8/2024 18:28:15
54240,252540I,764317F,Buongiorno!,Bonjour !,22/4/2024 16:39:26
31301,023745E,310407F,¡Que tengas un gran día!,Passe une excellente journée !,23/2/2024 06:37:15
14450,351274F,521444G,Que fais-tu aujourd'hui ?,Was machst du heute?,14/4/2024 21:11:33
52445,320336I,263477F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,16/2/2024 01:34:48
55105,715630E,253236F,¡Nos vemos mañana!,On se voit demain !,6/5/2024 20:02:49
02205,274650G,404653F,Hab einen schönen Tag!,Passe une excellente journée !,18/12/2024 18:32:24
22240,250535I,001107F,Ci vediamo domani!,On se voit demain !,8/3/2024 10:33:28
53500,641616I,320056F,Buona giornata!,Passe une excellente journée !,12/9/2024 07:02:22
51531,057450G,163451F,Wir sehen uns morgen!,On se voit demain !,10/7/2024 17:49:59
34000,516662E,574345F,Espero que estés bien.,J'espère que tu vas bien.,5/10/2024 19:45:46
45110,367266I,241736F,È una bella giornata.,C'est une belle journée.,3/11/2024 08:55:04
05551,017157G,553062F,Guten Morgen!,Bonjour !,22/10/2024 04:45:22
30120,640167G,520351F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,15/2/2024 03:46:24
50454,673040E,437244F,Espero que estés bien.,J'espère que tu vas bien.,3/9/2024 13:04:21
54131,051652E,524366F,¡Nos vemos mañana!,On se voit demain !,30/5/2024 03:43:16
50402,145405F,763110E,Bonjour !,¡Buenos días!,29/4/2024 21:58:17
00142,461540I,550640F,Spero che tu stia bene.,J'espère que tu vas bien.,13/12/2024 08:19:11
24524,556610E,241736F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,22/6/2024 07:46:32
40431,604537I,303576F,Buona giornata!,Passe une excellente journée !,12/5/2024 07:28:56
30352,241231E,174251F,¡Que tengas un gran día!,Passe une excellente journée !,14/9/2024 17:09:05
34111,407644F,770051E,Que fais-tu aujourd'hui ?,¿Qué haces hoy?,22/1/2024 14:50:36
00242,334773E,106450F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,14/5/2024 07:46:36
12113,706220F,167562I,"Bonjour, comment ça va ?","Ciao, come stai?",24/10/2024 18:31:35
34105,055107E,171561F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,15/12/2024 06:41:58
34143,201142I,051043F,Buona giornata!,Passe une excellente journée !,1/8/2024 08:45:42
20315,470462F,544457G,Comment s'est passé ton week-end ?,Wie war dein Wochenende?,22/5/2024 10:46:01
22152,255300I,376565F,Che ore sono?,Quelle heure est-il ?,14/1/2024 16:54:10
45452,123251E,116441F,¡Que tengas un gran día!,Passe une excellente journée !,21/11/2024 19:04:57
10433,305374I,376565F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,22/1/2024 12:04:13
10422,065033G,264675F,Guten Morgen!,Bonjour !,1/9/2024 10:02:40
44442,315143E,124222F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",3/2/2024 20:17:14
30033,544457G,106507F,Wie spät ist es?,Quelle heure est-il ?,4/9/2024 20:42:00
44355,661753F,540262E,J'espère que tu vas bien.,Espero que estés bien.,28/1/2024 04:12:27
30033,425057E,106450F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,2/6/2024 02:24:24
44121,204563I,017565F,Buona giornata!,Passe une excellente journée !,14/12/2024 14:16:52
32045,146110E,207424F,¡Nos vemos mañana!,On se voit demain !,18/6/2024 23:11:07
02441,577013F,172071E,Comment s'est passé ton week-end ?,¿Cómo estuvo tu fin de semana?,6/5/2024 09:55:07
44141,207467I,172522F,Spero che tu stia bene.,J'espère que tu vas bien.,5/10/2024 20:59:21
13221,070720I,311260F,Buongiorno!,Bonjour !,14/8/2024 21:14:50
13150,154405G,517021F,Wir sehen uns morgen!,On se voit demain !,8/4/2024 07:51:55
04151,024124I,450070F,Spero che tu stia bene.,J'espère que tu vas bien.,8/5/2024 05:29:02
33334,660007E,171123F,Hace un día precioso.,C'est une belle journée.,12/8/2024 14:41:22
11041,227755G,363525F,Guten Morgen!,Bonjour !,11/10/2024 19:02:08
44212,121436E,542531F,¿Qué hora es?,Quelle heure est-il ?,28/2/2024 18:22:58
30313,342234E,755557F,¡Nos vemos mañana!,On se voit demain !,30/9/2024 15:18:11
52534,422754G,432135F,Guten Morgen!,Bonjour !,13/12/2024 08:17:48
14503,352346I,210522F,Buona giornata!,Passe une excellente journée !,25/5/2024 03:55:50
55424,441305E,263477F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,29/1/2024 17:03:53
45332,316525F,367266I,Quelle heure est-il ?,Che ore sono?,17/12/2024 22:52:31
10335,272467E,545672F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,4/11/2024 16:05:04
22325,126760F,764551E,Bonjour !,¡Buenos días!,16/10/2024 15:37:42
40311,633376G,455523F,Was machst du heute?,Que fais-tu aujourd'hui ?,6/5/2024 10:38:33
50304,225744E,731033F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",18/2/2024 05:35:45
30454,104101G,303435F,Es ist ein schöner Tag.,C'est une belle journée.,24/12/2024 16:33:23
45150,561655I,712012F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,20/5/2024 19:44:34
50505,044426E,462276F,¡Nos vemos mañana!,On se voit demain !,24/8/2024 03:28:59
50142,717421E,304557F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",20/12/2024 20:53:29
13205,600522E,446536F,¡Que tengas un gran día!,Passe une excellente journée !,29/2/2024 19:47:39
54545,512367F,550367I,On se voit demain !,Ci vediamo domani!,26/8/2024 20:37:34
50152,354431I,163451F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,15/4/2024 22:16:53
44530,411704I,556774F,Buona giornata!,Passe une excellente journée !,2/2/2024 00:11:14
25440,766723G,154223F,Was machst du heute?,Que fais-tu aujourd'hui ?,21/2/2024 13:19:55
40143,332255G,663115F,Es ist ein schöner Tag.,C'est une belle journée.,24/12/2024 17:53:44
20414,707452E,542531F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",20/3/2024 05:55:50
04113,055643F,630444G,C'est une belle journée.,Es ist ein schöner Tag.,6/8/2024 16:45:58
24340,417561E,733054F,Espero que estés bien.,J'espère que tu vas bien.,7/9/2024 22:23:08
22004,661753F,361646G,"Bonjour, comment ça va ?","Hallo, wie geht's dir?",25/12/2024 20:08:03
02243,555317I,207424F,Spero che tu stia bene.,J'espère que tu vas bien.,11/6/2024 23:46:46
23250,752567E,376565F,Hace un día precioso.,C'est une belle journée.,10/7/2024 22:59:20
00005,612002G,102332F,Guten Morgen!,Bonjour !,28/8/2024 10:22:15
24023,652221G,452342F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",21/12/2024 05:20:28
55353,606175E,160265F,¡Nos vemos mañana!,On se voit demain !,13/1/2024 09:03:04
51505,510726E,331612F,¡Buenos días!,Bonjour !,15/8/2024 02:12:16
55435,157302E,733140F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,21/11/2024 14:56:55
00011,264003E,446723F,Espero que estés bien.,J'espère que tu vas bien.,6/9/2024 06:26:15
25352,712660G,626757F,Guten Morgen!,Bonjour !,1/1/2024 15:27:54
41501,501064G,376565F,Hab einen schönen Tag!,Passe une excellente journée !,29/12/2024 11:31:57
01314,422511F,600522E,Comment s'est passé ton week-end ?,¿Cómo estuvo tu fin de semana?,7/4/2024 18:59:23
40502,343067I,144711F,Buongiorno!,Bonjour !,6/9/2024 13:18:37
22553,154405G,043545F,Wir sehen uns morgen!,On se voit demain !,2/10/2024 00:54:32
30245,153371G,273176F,Es ist ein schöner Tag.,C'est une belle journée.,6/1/2024 22:52:50
15434,426074E,163451F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,21/6/2024 02:29:45
24111,120274G,752174F,"Ich hoffe, es geht dir gut.",J'espère que tu vas bien.,11/6/2024 18:27:10
53255,272522G,732172F,Was machst du heute?,Que fais-tu aujourd'hui ?,9/11/2024 01:40:50
54002,316532E,475556F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",30/3/2024 14:10:33
02311,342053G,706220F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",2/4/2024 08:05:58
01413,246166I,311260F,È una bella giornata.,C'est une belle journée.,10/10/2024 06:16:56
11314,750174E,635745F,¿Qué hora es?,Quelle heure est-il ?,1/4/2024 15:22:54
42103,752567E,620052F,Espero que estés bien.,J'espère que tu vas bien.,22/10/2024 03:20:02
13530,373763F,636761G,Que fais-tu aujourd'hui ?,Was machst du heute?,15/12/2024 21:58:23
42353,725515E,065134F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,6/3/2024 00:53:43
35203,706220F,064167E,Peux-tu m'aider avec ça ?,¿Puedes ayudarme con esto?,20/3/2024 11:22:40
21440,333401I,040070F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,12/12/2024 19:18:10
30054,114510E,154223F,Espero que estés bien.,J'espère que tu vas bien.,30/11/2024 09:13:59
24450,203136I,744150F,È una bella giornata.,C'est une belle journée.,23/11/2024 04:25:22
05031,545276E,512367F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",8/4/2024 16:55:40
42225,405661I,545672F,Com'è andato il tuo weekend?,Comment s'est passé ton week-end ?,2/1/2024 15:52:15
44104,752567E,670441F,Espero que estés bien.,J'espère que tu vas bien.,17/11/2024 00:07:11
15550,535311I,243354F,Buona giornata!,Passe une excellente journée !,1/5/2024 21:29:12
03112,024040G,161402F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",20/5/2024 01:40:19
22534,227577F,734744E,Que fais-tu aujourd'hui ?,¿Qué haces hoy?,23/7/2024 17:32:15
33512,155727F,700731G,"Bonjour, comment ça va ?","Hallo, wie geht's dir?",21/6/2024 16:10:54
01521,621172G,530066F,Hab einen schönen Tag!,Passe une excellente journée !,11/1/2024 08:25:17
13443,335545G,033440F,Hab einen schönen Tag!,Passe une excellente journée !,1/8/2024 18:41:18
01345,327633G,771576F,"Hallo, wie geht's dir?","Bonjour, comment ça va ?",11/5/2024 23:57:02
04235,233232I,100457F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,18/3/2024 18:36:13
14042,451041G,612777F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,18/10/2024 11:38:46
01500,343067I,374736F,Buona giornata!,Passe une excellente journée !,14/12/2024 08:25:53
42013,024376E,176065F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,6/6/2024 23:24:03
00143,351563E,407644F,¡Buenos días!,Bonjour !,30/12/2024 11:47:41
44301,152165G,137067F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,29/10/2024 11:11:18
13234,317701E,137376F,¿Qué haces hoy?,Que fais-tu aujourd'hui ?,9/8/2024 00:46:17
12501,557311G,432135F,Guten Morgen!,Bonjour !,10/3/2024 15:34:12
12440,650772I,744150F,È una bella giornata.,C'est une belle journée.,17/7/2024 08:35:16
31001,456577E,635745F,Hace un día precioso.,C'est une belle journée.,26/11/2024 15:48:25
41310,456577E,241005F,¡Que tengas un gran día!,Passe une excellente journée !,30/5/2024 10:30:34
14052,605663G,503265F,Kannst du mir damit helfen?,Peux-tu m'aider avec ça ?,10/7/2024 16:30:01
41103,270423E,337773F,¿Puedes ayudarme con esto?,Peux-tu m'aider avec ça ?,5/7/2024 13:04:08
15233,663041I,057301F,Buongiorno!,Bonjour !,2/4/2024 15:11:31
54203,714305E,763536F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",11/2/2024 02:18:42
45203,053176E,663115F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",21/11/2024 13:15:13
34415,670502F,044426E,Comment s'est passé ton week-end ?,¿Cómo estuvo tu fin de semana?,21/8/2024 12:18:43
30004,021716E,576075F,¿Qué hora es?,Quelle heure est-il ?,14/12/2024 15:09:02
35511,510202F,371070G,Que fais-tu aujourd'hui ?,Was machst du heute?,24/3/2024 13:39:21
45142,544425G,173363F,Guten Morgen!,Bonjour !,1/9/2024 19:59:05
41155,660007E,542114F,¡Buenos días!,Bonjour !,16/3/2024 12:12:51
41034,473440I,171123F,Puoi aiutarmi con questo?,Peux-tu m'aider avec ça ?,14/9/2024 19:05:34
13520,607071G,663255F,Guten Morgen!,Bonjour !,16/5/2024 01:17:44
51110,553745I,404653F,Buongiorno!,Bonjour !,19/2/2024 09:40:08
10025,545276E,756626F,Espero que estés bien.,J'espère que tu vas bien.,12/10/2024 03:29:43
34154,421746I,543672F,"Ciao, come stai?","Bonjour, comment ça va ?",19/11/2024 11:54:45
44210,571447F,317701E,J'espère que tu vas bien.,Espero que estés bien.,2/8/2024 08:38:49
01115,565523E,441730F,¿Cómo estuvo tu fin de semana?,Comment s'est passé ton week-end ?,12/12/2024 18:47:45
32310,612160E,154223F,"Hola, ¿cómo estás?","Bonjour, comment ça va ?",8/1/2024 01:18:36
00544,176214F,374153E,J'espère que tu vas bien.,Espero que estés bien.,2/4/2024 13:59:08
03540,115343F,635620E,Que fais-tu aujourd'hui ?,¿Qué haces hoy?,5/5/2024 09:41:12
